municipality,neighbourhood,origin,inhabitants
Amsterdam,Spaarndammer- en Zeeheldenbuurt,België,84
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Benin,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Bolivia,6
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Brazilië,59
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Bulgarije,25
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Burkina Faso,7
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Canada,26
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Chili,20
Amsterdam,Spaarndammer- en Zeeheldenbuurt,China,48
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Colombia,43
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Congo,5
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Congo (DR),19
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Costa Rica,6
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Cuba,7
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Cyprus,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Denemarken,16
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Dominicaanse Republiek,29
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Duitsland,252
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Ecuador,3
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Egypte,93
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Eritrea,11
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Ethiopië,34
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Filippijnen,27
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Finland,14
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Frankrijk,78
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Frans Guyana,2
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Gambia,14
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Ghana,70
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Griekenland,37
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Guadeloupe,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Guatemala,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Guinee,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Guyana,12
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Haïti,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Hongarije,18
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Hongkong,29
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Ierland,33
Amsterdam,Spaarndammer- en Zeeheldenbuurt,IJsland,2
Amsterdam,Spaarndammer- en Zeeheldenbuurt,India,42
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Indonesië,303
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Irak,52
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Iran,50
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Israël,23
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Italië,136
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Jamaica,9
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Japan,17
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Kaapverdië,11
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Kameroen,4
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Kanaaleilanden,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Kenia,6
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Koeweit,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Libanon,4
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Liberia,3
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Macau,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Maleisië,8
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Marokko,866
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Martinique,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Mexico,21
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Mongolië,3
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Mozambique,6
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Myanmar,8
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Ned. Antillen + Aruba,141
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Nederland,5492
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Nepal,3
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Nicaragua,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Nieuw-Zeeland,13
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Nigeria,18
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Noorwegen,6
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Oostenrijk,17
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Pakistan,42
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Peru,12
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Polen,54
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Portugal,56
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Roemenië,53
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Saoedi-Arabië,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Senegal,6
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Sierra Leone,5
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Singapore,10
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Soedan,20
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Somalië,33
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Spanje,95
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Sri Lanka,16
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Suriname,853
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Syrië,43
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Taiwan,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Tanzania,3
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Thailand,18
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Togo,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Trinidad en Tobago,3
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Tunesië,56
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Turkije,254
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Uganda,7
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Uruguay,5
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Venezuela,10
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Ver. Arabische Emiraten,1
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Ver. Staten v. Amerika,107
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Verenigd Koninkrijk,161
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Vietnam,17
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Voorm. Tsjecho-Slowakije,19
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Voormalig Joegoslavië,96
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Voormalig Sovjet-Unie,101
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Zimbabwe,3
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Zuid-Afrika,20
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Zuid-Korea,12
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Zweden,19
Amsterdam,Spaarndammer- en Zeeheldenbuurt,Zwitserland,29
Amsterdam,Staatsliedenbuurt,Afghanistan,37
Amsterdam,Staatsliedenbuurt,Albanië,5
Amsterdam,Staatsliedenbuurt,Algerije,25
Amsterdam,Staatsliedenbuurt,Angola,3
Amsterdam,Staatsliedenbuurt,Argentinië,45
Amsterdam,Staatsliedenbuurt,Australië,41
Amsterdam,Staatsliedenbuurt,Bangladesh,4
Amsterdam,Staatsliedenbuurt,België,122
Amsterdam,Staatsliedenbuurt,Benin,2
Amsterdam,Staatsliedenbuurt,Bolivia,2
Amsterdam,Staatsliedenbuurt,Brazilië,90
Amsterdam,Staatsliedenbuurt,Bulgarije,32
Amsterdam,Staatsliedenbuurt,Burkina Faso,3
Amsterdam,Staatsliedenbuurt,Burundi,1
Amsterdam,Staatsliedenbuurt,Canada,44
Amsterdam,Staatsliedenbuurt,Chili,16
Amsterdam,Staatsliedenbuurt,China,87
Amsterdam,Staatsliedenbuurt,Colombia,48
Amsterdam,Staatsliedenbuurt,Congo,1
Amsterdam,Staatsliedenbuurt,Congo (DR),6
Amsterdam,Staatsliedenbuurt,Costa Rica,5
Amsterdam,Staatsliedenbuurt,Cuba,8
Amsterdam,Staatsliedenbuurt,Cyprus,1
Amsterdam,Staatsliedenbuurt,Denemarken,16
Amsterdam,Staatsliedenbuurt,Djibouti,1
Amsterdam,Staatsliedenbuurt,Dominicaanse Republiek,17
Amsterdam,Staatsliedenbuurt,Duitsland,342
Amsterdam,Staatsliedenbuurt,Ecuador,15
Amsterdam,Staatsliedenbuurt,Egypte,72
Amsterdam,Staatsliedenbuurt,Eritrea,8
Amsterdam,Staatsliedenbuurt,Ethiopië,43
Amsterdam,Staatsliedenbuurt,Filippijnen,35
Amsterdam,Staatsliedenbuurt,Finland,14
Amsterdam,Staatsliedenbuurt,Frankrijk,181
Amsterdam,Staatsliedenbuurt,Gabon,1
Amsterdam,Staatsliedenbuurt,Gambia,15
Amsterdam,Staatsliedenbuurt,Ghana,65
Amsterdam,Staatsliedenbuurt,Gibraltar,1
Amsterdam,Staatsliedenbuurt,Griekenland,78
Amsterdam,Staatsliedenbuurt,Guadeloupe,1
Amsterdam,Staatsliedenbuurt,Guatemala,2
Amsterdam,Staatsliedenbuurt,Guinee,4
Amsterdam,Staatsliedenbuurt,Guyana,16
Amsterdam,Staatsliedenbuurt,Haïti,3
Amsterdam,Staatsliedenbuurt,Honduras,2
Amsterdam,Staatsliedenbuurt,Hongarije,25
Amsterdam,Staatsliedenbuurt,Hongkong,35
Amsterdam,Staatsliedenbuurt,Ierland,35
Amsterdam,Staatsliedenbuurt,India,74
Amsterdam,Staatsliedenbuurt,Indonesië,450
Amsterdam,Staatsliedenbuurt,Irak,57
Amsterdam,Staatsliedenbuurt,Iran,60
Amsterdam,Staatsliedenbuurt,Israël,58
Amsterdam,Staatsliedenbuurt,Italië,222
Amsterdam,Staatsliedenbuurt,Ivoorkust,2
Amsterdam,Staatsliedenbuurt,Jamaica,6
Amsterdam,Staatsliedenbuurt,Japan,24
Amsterdam,Staatsliedenbuurt,Jemen,1
Amsterdam,Staatsliedenbuurt,Jordanië,3
Amsterdam,Staatsliedenbuurt,Kaapverdië,1
Amsterdam,Staatsliedenbuurt,Kameroen,4
Amsterdam,Staatsliedenbuurt,Kanaaleilanden,3
Amsterdam,Staatsliedenbuurt,Katar,3
Amsterdam,Staatsliedenbuurt,Kenia,4
Amsterdam,Staatsliedenbuurt,Koeweit,1
Amsterdam,Staatsliedenbuurt,Libanon,8
Amsterdam,Staatsliedenbuurt,Liberia,3
Amsterdam,Staatsliedenbuurt,Libië,3
Amsterdam,Staatsliedenbuurt,Luxemburg,1
Amsterdam,Staatsliedenbuurt,Madagaskar,2
Amsterdam,Staatsliedenbuurt,Maleisië,17
Amsterdam,Staatsliedenbuurt,Malta,4
Amsterdam,Staatsliedenbuurt,Marokko,907
Amsterdam,Staatsliedenbuurt,Mauritanië,1
Amsterdam,Staatsliedenbuurt,Mauritius,1
Amsterdam,Staatsliedenbuurt,Mexico,39
Amsterdam,Staatsliedenbuurt,Monaco,1
Amsterdam,Staatsliedenbuurt,Mongolië,2
Amsterdam,Staatsliedenbuurt,Mozambique,6
Amsterdam,Staatsliedenbuurt,Myanmar,3
Amsterdam,Staatsliedenbuurt,Namibië,3
Amsterdam,Staatsliedenbuurt,Ned. Antillen + Aruba,120
Amsterdam,Staatsliedenbuurt,Nederland,7041
Amsterdam,Staatsliedenbuurt,Nepal,3
Amsterdam,Staatsliedenbuurt,Nicaragua,2
Amsterdam,Staatsliedenbuurt,Nieuw-Zeeland,29
Amsterdam,Staatsliedenbuurt,Niger,1
Amsterdam,Staatsliedenbuurt,Nigeria,14
Amsterdam,Staatsliedenbuurt,Noorwegen,15
Amsterdam,Staatsliedenbuurt,Oostenrijk,23
Amsterdam,Staatsliedenbuurt,Pakistan,62
Amsterdam,Staatsliedenbuurt,Papoea-Nieuw-Guinea,1
Amsterdam,Staatsliedenbuurt,Paraguay,3
Amsterdam,Staatsliedenbuurt,Peru,14
Amsterdam,Staatsliedenbuurt,Polen,71
Amsterdam,Staatsliedenbuurt,Portugal,73
Amsterdam,Staatsliedenbuurt,Puerto Rico,1
Amsterdam,Staatsliedenbuurt,Réunion,1
Amsterdam,Staatsliedenbuurt,Roemenië,49
Amsterdam,Staatsliedenbuurt,Rwanda,2
Amsterdam,Staatsliedenbuurt,Saoedi-Arabië,7
Amsterdam,Staatsliedenbuurt,Senegal,9
Amsterdam,Staatsliedenbuurt,Seychellen,1
Amsterdam,Staatsliedenbuurt,Singapore,9
Amsterdam,Staatsliedenbuurt,Soedan,4
Amsterdam,Staatsliedenbuurt,Somalië,23
Amsterdam,Staatsliedenbuurt,Spanje,119
Amsterdam,Staatsliedenbuurt,Sri Lanka,4
Amsterdam,Staatsliedenbuurt,Suriname,619
Amsterdam,Staatsliedenbuurt,Swaziland,1
Amsterdam,Staatsliedenbuurt,Syrië,42
Amsterdam,Staatsliedenbuurt,Taiwan,2
Amsterdam,Staatsliedenbuurt,Tanzania,2
Amsterdam,Staatsliedenbuurt,Thailand,14
Amsterdam,Staatsliedenbuurt,Timor Leste,1
Amsterdam,Staatsliedenbuurt,Trinidad en Tobago,10
Amsterdam,Staatsliedenbuurt,Tunesië,31
Amsterdam,Staatsliedenbuurt,Turkije,264
Amsterdam,Staatsliedenbuurt,Uganda,2
Amsterdam,Staatsliedenbuurt,Uruguay,7
Amsterdam,Staatsliedenbuurt,Venezuela,18
Amsterdam,Staatsliedenbuurt,Ver. Arabische Emiraten,4
Amsterdam,Staatsliedenbuurt,Ver. Staten v. Amerika,162
Amsterdam,Staatsliedenbuurt,Verenigd Koninkrijk,332
Amsterdam,Staatsliedenbuurt,Vietnam,9
Amsterdam,Staatsliedenbuurt,Voorm. Tsjecho-Slowakije,25
Amsterdam,Staatsliedenbuurt,Voormalig Joegoslavië,121
Amsterdam,Staatsliedenbuurt,Voormalig Sovjet-Unie,173
Amsterdam,Staatsliedenbuurt,Zambia,4
Amsterdam,Staatsliedenbuurt,Zimbabwe,5
Amsterdam,Staatsliedenbuurt,Zuid-Afrika,51
Amsterdam,Staatsliedenbuurt,Zuid-Korea,12
Amsterdam,Staatsliedenbuurt,Zweden,38
Amsterdam,Staatsliedenbuurt,Zwitserland,39
Amsterdam,Stadionbuurt,Afghanistan,30
Amsterdam,Stadionbuurt,Albanië,4
Amsterdam,Stadionbuurt,Algerije,14
Amsterdam,Stadionbuurt,Angola,5
Amsterdam,Stadionbuurt,Argentinië,30
Amsterdam,Stadionbuurt,Australië,48
Amsterdam,Stadionbuurt,Bahrein,1
Amsterdam,Stadionbuurt,Bangladesh,3
Amsterdam,Stadionbuurt,België,75
Amsterdam,Stadionbuurt,Bolivia,6
Amsterdam,Stadionbuurt,Brazilië,89
Amsterdam,Stadionbuurt,Brunei,3
Amsterdam,Stadionbuurt,Bulgarije,35
Amsterdam,Stadionbuurt,Canada,30
Amsterdam,Stadionbuurt,Centraal-Afrikaanse Rep.,1
Amsterdam,Stadionbuurt,Chili,16
Amsterdam,Stadionbuurt,China,70
Amsterdam,Stadionbuurt,Colombia,42
Amsterdam,Stadionbuurt,Congo,1
Amsterdam,Stadionbuurt,Congo (DR),7
Amsterdam,Stadionbuurt,Costa Rica,1
Amsterdam,Stadionbuurt,Cuba,4
Amsterdam,Stadionbuurt,Cyprus,1
Amsterdam,Stadionbuurt,Denemarken,15
Amsterdam,Stadionbuurt,Dominicaanse Republiek,12
Amsterdam,Stadionbuurt,Duitsland,272
Amsterdam,Stadionbuurt,Ecuador,12
Amsterdam,Stadionbuurt,Egypte,73
Amsterdam,Stadionbuurt,Eritrea,2
Amsterdam,Stadionbuurt,Ethiopië,22
Amsterdam,Stadionbuurt,Filippijnen,23
Amsterdam,Stadionbuurt,Finland,16
Amsterdam,Stadionbuurt,Frankrijk,124
Amsterdam,Stadionbuurt,Frans Guyana,2
Amsterdam,Stadionbuurt,Gambia,1
Amsterdam,Stadionbuurt,Ghana,22
Amsterdam,Stadionbuurt,Griekenland,38
Amsterdam,Stadionbuurt,Guinee,1
Amsterdam,Stadionbuurt,Guyana,12
Amsterdam,Stadionbuurt,Haïti,1
Amsterdam,Stadionbuurt,Hongarije,30
Amsterdam,Stadionbuurt,Hongkong,25
Amsterdam,Stadionbuurt,Ierland,35
Amsterdam,Stadionbuurt,India,53
Amsterdam,Stadionbuurt,Indonesië,461
Amsterdam,Stadionbuurt,Irak,23
Amsterdam,Stadionbuurt,Iran,50
Amsterdam,Stadionbuurt,Israël,70
Amsterdam,Stadionbuurt,Italië,136
Amsterdam,Stadionbuurt,Ivoorkust,3
Amsterdam,Stadionbuurt,Jamaica,1
Amsterdam,Stadionbuurt,Japan,26
Amsterdam,Stadionbuurt,Jordanië,1
Amsterdam,Stadionbuurt,Kaapverdië,3
Amsterdam,Stadionbuurt,Kameroen,4
Amsterdam,Stadionbuurt,Katar,1
Amsterdam,Stadionbuurt,Kenia,5
Amsterdam,Stadionbuurt,Koeweit,1
Amsterdam,Stadionbuurt,Laos,1
Amsterdam,Stadionbuurt,Libanon,3
Amsterdam,Stadionbuurt,Liberia,3
Amsterdam,Stadionbuurt,Libië,5
Amsterdam,Stadionbuurt,Luxemburg,2
Amsterdam,Stadionbuurt,Madagaskar,1
Amsterdam,Stadionbuurt,Maleisië,10
Amsterdam,Stadionbuurt,Malta,1
Amsterdam,Stadionbuurt,Marokko,551
Amsterdam,Stadionbuurt,Mauritius,3
Amsterdam,Stadionbuurt,Mexico,15
Amsterdam,Stadionbuurt,Namibië,3
Amsterdam,Stadionbuurt,Ned. Antillen + Aruba,157
Amsterdam,Stadionbuurt,Nederland,6666
Amsterdam,Stadionbuurt,Nepal,7
Amsterdam,Stadionbuurt,Nicaragua,2
Amsterdam,Stadionbuurt,Nieuw-Zeeland,18
Amsterdam,Stadionbuurt,Niger,1
Amsterdam,Stadionbuurt,Nigeria,17
Amsterdam,Stadionbuurt,Noorwegen,14
Amsterdam,Stadionbuurt,Oostenrijk,29
Amsterdam,Stadionbuurt,Pakistan,23
Amsterdam,Stadionbuurt,Panama,1
Amsterdam,Stadionbuurt,Paraguay,1
Amsterdam,Stadionbuurt,Peru,21
Amsterdam,Stadionbuurt,Polen,89
Amsterdam,Stadionbuurt,Portugal,67
Amsterdam,Stadionbuurt,Roemenië,48
Amsterdam,Stadionbuurt,Rwanda,3
Amsterdam,Stadionbuurt,Sao Tomé en Principe,1
Amsterdam,Stadionbuurt,Saoedi-Arabië,3
Amsterdam,Stadionbuurt,Senegal,1
Amsterdam,Stadionbuurt,Sierra Leone,1
Amsterdam,Stadionbuurt,Singapore,14
Amsterdam,Stadionbuurt,Soedan,2
Amsterdam,Stadionbuurt,Somalië,4
Amsterdam,Stadionbuurt,Spanje,106
Amsterdam,Stadionbuurt,Sri Lanka,2
Amsterdam,Stadionbuurt,Suriname,563
Amsterdam,Stadionbuurt,Syrië,27
Amsterdam,Stadionbuurt,Taiwan,2
Amsterdam,Stadionbuurt,Tanzania,1
Amsterdam,Stadionbuurt,Thailand,13
Amsterdam,Stadionbuurt,Trinidad en Tobago,2
Amsterdam,Stadionbuurt,Tsjaad,1
Amsterdam,Stadionbuurt,Tunesië,22
Amsterdam,Stadionbuurt,Turkije,279
Amsterdam,Stadionbuurt,Uganda,2
Amsterdam,Stadionbuurt,Uruguay,5
Amsterdam,Stadionbuurt,Venezuela,20
Amsterdam,Stadionbuurt,Ver. Arabische Emiraten,2
Amsterdam,Stadionbuurt,Ver. Staten v. Amerika,184
Amsterdam,Stadionbuurt,Verenigd Koninkrijk,234
Amsterdam,Stadionbuurt,Vietnam,13
Amsterdam,Stadionbuurt,Voorm. Tsjecho-Slowakije,14
Amsterdam,Stadionbuurt,Voormalig Joegoslavië,124
Amsterdam,Stadionbuurt,Voormalig Sovjet-Unie,172
Amsterdam,Stadionbuurt,Zambia,2
Amsterdam,Stadionbuurt,Zimbabwe,2
Amsterdam,Stadionbuurt,Zuid-Afrika,69
Amsterdam,Stadionbuurt,Zuid-Korea,15
Amsterdam,Stadionbuurt,Zweden,17
Amsterdam,Stadionbuurt,Zwitserland,20
Amsterdam,Transvaalbuurt,Afghanistan,24
Amsterdam,Transvaalbuurt,Albanië,5
Amsterdam,Transvaalbuurt,Algerije,7
Amsterdam,Transvaalbuurt,Angola,4
Amsterdam,Transvaalbuurt,Argentinië,22
Amsterdam,Transvaalbuurt,Australië,20
Amsterdam,Transvaalbuurt,Bangladesh,9
Amsterdam,Transvaalbuurt,België,65
Amsterdam,Transvaalbuurt,Bolivia,4
Amsterdam,Transvaalbuurt,Brazilië,36
Amsterdam,Transvaalbuurt,Brunei,1
Amsterdam,Transvaalbuurt,Bulgarije,17
Amsterdam,Transvaalbuurt,Burkina Faso,1
Amsterdam,Transvaalbuurt,Burundi,4
Amsterdam,Transvaalbuurt,Cambodja,1
Amsterdam,Transvaalbuurt,Canada,21
Amsterdam,Transvaalbuurt,Chili,14
Amsterdam,Transvaalbuurt,China,33
Amsterdam,Transvaalbuurt,Colombia,15
Amsterdam,Transvaalbuurt,Congo,1
Amsterdam,Transvaalbuurt,Congo (DR),8
Amsterdam,Transvaalbuurt,Costa Rica,2
Amsterdam,Transvaalbuurt,Cuba,6
Amsterdam,Transvaalbuurt,Cyprus,7
Amsterdam,Transvaalbuurt,Denemarken,2
Amsterdam,Transvaalbuurt,Dominicaanse Republiek,35
Amsterdam,Transvaalbuurt,Duitsland,194
Amsterdam,Transvaalbuurt,Ecuador,7
Amsterdam,Transvaalbuurt,Egypte,63
Amsterdam,Transvaalbuurt,Eritrea,11
Amsterdam,Transvaalbuurt,Ethiopië,42
Amsterdam,Transvaalbuurt,Filippijnen,16
Amsterdam,Transvaalbuurt,Finland,12
Amsterdam,Transvaalbuurt,Frankrijk,65
Amsterdam,Transvaalbuurt,Frans Guyana,1
Amsterdam,Transvaalbuurt,Gambia,12
Amsterdam,Transvaalbuurt,Ghana,61
Amsterdam,Transvaalbuurt,Griekenland,29
Amsterdam,Transvaalbuurt,Guatemala,2
Amsterdam,Transvaalbuurt,Guinee,3
Amsterdam,Transvaalbuurt,Guyana,10
Amsterdam,Transvaalbuurt,Haïti,2
Amsterdam,Transvaalbuurt,Honduras,3
Amsterdam,Transvaalbuurt,Hongarije,13
Amsterdam,Transvaalbuurt,Hongkong,19
Amsterdam,Transvaalbuurt,Ierland,12
Amsterdam,Transvaalbuurt,IJsland,4
Amsterdam,Transvaalbuurt,India,31
Amsterdam,Transvaalbuurt,Indonesië,216
Amsterdam,Transvaalbuurt,Irak,28
Amsterdam,Transvaalbuurt,Iran,35
Amsterdam,Transvaalbuurt,Israël,17
Amsterdam,Transvaalbuurt,Italië,93
Amsterdam,Transvaalbuurt,Ivoorkust,5
Amsterdam,Transvaalbuurt,Jamaica,7
Amsterdam,Transvaalbuurt,Japan,9
Amsterdam,Transvaalbuurt,Jemen,1
Amsterdam,Transvaalbuurt,Jordanië,4
Amsterdam,Transvaalbuurt,Kaapverdië,9
Amsterdam,Transvaalbuurt,Katar,1
Amsterdam,Transvaalbuurt,Koeweit,2
Amsterdam,Transvaalbuurt,Libanon,15
Amsterdam,Transvaalbuurt,Liberia,2
Amsterdam,Transvaalbuurt,Libië,1
Amsterdam,Transvaalbuurt,Luxemburg,1
Amsterdam,Transvaalbuurt,Maleisië,1
Amsterdam,Transvaalbuurt,Malta,1
Amsterdam,Transvaalbuurt,Marokko,1596
Amsterdam,Transvaalbuurt,Mauritius,4
Amsterdam,Transvaalbuurt,Mexico,9
Amsterdam,Transvaalbuurt,Mozambique,5
Amsterdam,Transvaalbuurt,Myanmar,7
Amsterdam,Transvaalbuurt,Ned. Antillen + Aruba,111
Amsterdam,Transvaalbuurt,Nederland,3859
Amsterdam,Transvaalbuurt,Nepal,12
Amsterdam,Transvaalbuurt,Nieuw-Zeeland,13
Amsterdam,Transvaalbuurt,Nigeria,23
Amsterdam,Transvaalbuurt,Noorwegen,2
Amsterdam,Transvaalbuurt,Oostenrijk,16
Amsterdam,Transvaalbuurt,Pakistan,110
Amsterdam,Transvaalbuurt,Peru,4
Amsterdam,Transvaalbuurt,Polen,45
Amsterdam,Transvaalbuurt,Portugal,35
Amsterdam,Transvaalbuurt,Roemenië,26
Amsterdam,Transvaalbuurt,Saoedi-Arabië,1
Amsterdam,Transvaalbuurt,Senegal,1
Amsterdam,Transvaalbuurt,Sierra Leone,5
Amsterdam,Transvaalbuurt,Singapore,2
Amsterdam,Transvaalbuurt,Soedan,6
Amsterdam,Transvaalbuurt,Somalië,41
Amsterdam,Transvaalbuurt,Spanje,58
Amsterdam,Transvaalbuurt,Sri Lanka,12
Amsterdam,Transvaalbuurt,Suriname,771
Amsterdam,Transvaalbuurt,Syrië,31
Amsterdam,Transvaalbuurt,Taiwan,1
Amsterdam,Transvaalbuurt,Tanzania,1
Amsterdam,Transvaalbuurt,Thailand,14
Amsterdam,Transvaalbuurt,Togo,11
Amsterdam,Transvaalbuurt,Trinidad en Tobago,2
Amsterdam,Transvaalbuurt,Tunesië,12
Amsterdam,Transvaalbuurt,Turkije,644
Amsterdam,Transvaalbuurt,Uganda,8
Amsterdam,Transvaalbuurt,Uruguay,4
Amsterdam,Transvaalbuurt,Venezuela,3
Amsterdam,Transvaalbuurt,Ver. Staten v. Amerika,58
Amsterdam,Transvaalbuurt,Verenigd Koninkrijk,113
Amsterdam,Transvaalbuurt,Vietnam,9
Amsterdam,Transvaalbuurt,Voorm. Tsjecho-Slowakije,20
Amsterdam,Transvaalbuurt,Voormalig Joegoslavië,89
Amsterdam,Transvaalbuurt,Voormalig Sovjet-Unie,75
Amsterdam,Transvaalbuurt,Zuid-Afrika,14
Amsterdam,Transvaalbuurt,Zuid-Korea,4
Amsterdam,Transvaalbuurt,Zweden,20
Amsterdam,Transvaalbuurt,Zwitserland,12
Amsterdam,Tuindorp Buiksloot,Afghanistan,1
Amsterdam,Tuindorp Buiksloot,Algerije,5
Amsterdam,Tuindorp Buiksloot,Argentinië,2
Amsterdam,Tuindorp Buiksloot,Australië,1
Amsterdam,Tuindorp Buiksloot,België,4
Amsterdam,Tuindorp Buiksloot,Bolivia,1
Amsterdam,Tuindorp Buiksloot,Brazilië,6
Amsterdam,Tuindorp Buiksloot,Bulgarije,2
Amsterdam,Tuindorp Buiksloot,Canada,1
Amsterdam,Tuindorp Buiksloot,Chili,3
Amsterdam,Tuindorp Buiksloot,China,8
Amsterdam,Tuindorp Buiksloot,Colombia,1
Amsterdam,Tuindorp Buiksloot,Cuba,2
Amsterdam,Tuindorp Buiksloot,Dominicaanse Republiek,2
Amsterdam,Tuindorp Buiksloot,Duitsland,40
Amsterdam,Tuindorp Buiksloot,Egypte,31
Amsterdam,Tuindorp Buiksloot,Ethiopië,1
Amsterdam,Tuindorp Buiksloot,Filippijnen,5
Amsterdam,Tuindorp Buiksloot,Finland,3
Amsterdam,Tuindorp Buiksloot,Frankrijk,9
Amsterdam,Tuindorp Buiksloot,Gambia,1
Amsterdam,Tuindorp Buiksloot,Ghana,12
